,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
7110,NFAT5,341.5255148,-0.36385033,0.381684425,-0.953275287,0.34045061,0.768907048
7111,NFAT5,359.9498503,0.704373132,0.471776986,1.493021389,0.135431588,0.548864989
7112,BBS7,265.7499197,0.135961697,0.17901083,0.7595166,0.447543588,0.840651483
7113,RM12,221.2450324,-0.374238279,0.184665543,-2.026573409,0.042706058,0.33867212
7114,KDM1B,20.82511642,0.035699945,0.314251389,0.113603141,0.909552398,0.991473552
7115,HS12A,130.5189115,0.614132816,0.319711777,1.920895193,0.054744922,0.382033922
7116,ITIH3,33.59167951,0.228762073,0.364555014,0.62751043,0.530324702,0.882032512
7117,ITIH3,532.4299227,-0.291064383,0.277317881,-1.049569477,0.293916097,0.731232221
7118,TM2D2,178.3603399,-0.211405419,0.159101476,-1.328745804,0.183931848,0.617351293
7119,S39AB,5.973945813,-0.352581324,1.071320318,-0.329109154,0.742073185,0.96377903
7120,S39AB,87.28636264,-0.510879218,0.162385876,-3.146081607,0.001654738,0.069531076
7121,S39AB,4.620086385,0.673709075,0.995554566,0.676717377,0.498585289,0.866628534
7122,BECN1,149.5055015,-0.169604199,0.192468003,-0.881207249,0.378205656,0.794889899
7123,UTP6,34.71535836,-0.438265641,0.17634504,-2.485273427,0.012945196,0.203832785
7124,TRI45,2.861824535,-1.634064367,1.056479952,-1.54670646,0.121934045,0.525705698
7125,ATS13,34.79961528,2.201791363,0.638235249,3.449811594,0.000560978,0.036635913
7126,CFDP2,0.05721148,-0.761505931,3.801740735,-0.200304541,0.841242412,0.980372959
7127,LAMC1,288.3924675,-1.22842554,1.341387136,-0.915787477,0.359778373,0.782244533
7128,LAMC1,688.4402187,0.488290538,0.793622976,0.615267643,0.538377982,0.884370253
7129,AT2L1,44.97469593,0.394192956,0.296704059,1.328572848,0.183988935,0.617373293
7130,HDAC6,166.1957832,-0.035867867,0.157872978,-0.227194464,0.820272533,0.980330121
7131,HDAC6,15.34959873,-0.269395213,0.750434392,-0.358985697,0.719605789,0.955826611
7132,POLR,5.776716896,-1.840794793,1.193945917,-1.541774017,0.123128518,0.528112501
7133,POLR,12.25939815,-0.632403662,0.672748591,-0.940029709,0.347202322,0.775502717
7134,ELP2,44.88337348,-1.417242018,0.640173686,-2.213839853,0.026839798,0.281266549
7135,ELP2,37.60885236,1.055981334,0.813306661,1.298380285,0.19415669,0.629704482
7136,SO2A1,30.98513046,-1.795079845,0.715829955,-2.507690315,0.012152312,0.197072872
7137,FOLH1,0.0752479,-0.521070312,3.801740735,-0.13706098,0.890982595,0.988562255
7138,TYR1,0.171436982,-1.004945555,3.797383998,-0.264641541,0.791285615,0.975354161
7139,ITA9,344.9604597,0.300699118,0.158930336,1.892018387,0.058488531,0.393326222
7140,ITA4,264.1144182,-0.145972872,0.152207744,-0.959037087,0.337540062,0.765381936
7141,ITA6,120.7462915,-0.217264923,0.334510221,-0.649501599,0.516014213,0.874906802
7142,P20D2,26.68282013,-0.408242988,0.254493716,-1.604137795,0.108683683,0.500609395
7143,ACH1,5.954444992,-1.126849691,1.261043377,-0.893585194,0.371543871,0.790909389
7144,ACHA2,69.4380887,0.230579824,0.294099434,0.784019952,0.433028403,0.832557978
7145,ACH1,7.358333555,-1.213200861,0.889212744,-1.364353883,0.172456215,0.603193362
7146,BETA,0.230100063,1.033089582,2.730666381,0.378328744,0.705186395,0.952242624
7147,RMD1,36.37903673,-0.242571556,0.230200526,-1.053740236,0.292001862,0.729269579
7148,TRPC6,1.580975654,-0.670097453,0.599877028,-1.117058033,0.263969513,0.702552499
7149,GRIA3,0.282899281,-0.362288483,3.189863848,-0.113574905,0.909574782,0.991473552
7150,THYG,5.151332363,0.401663178,1.294172315,0.310362981,0.756284942,0.967516188
7151,AWH,0.155955329,-0.182382541,3.800767327,-0.047985716,0.961727627,0.998024047
7152,MREP,8.135859166,1.091380506,1.195443636,0.912950199,0.361268734,0.783396599
7153,MREP,2.674274498,0.743877998,1.346632369,0.552398721,0.580675207,0.904728359
7154,MREP,1.515973934,3.044370878,2.255163908,1.349955481,0.177030264,0.608782754
7155,PLD1,58.64926228,-0.18694696,0.325033939,-0.575161353,0.565182178,0.896198234
7156,PTPRJ,572.4613146,0.107799794,0.2207253,0.488388936,0.625274377,0.923829577
7157,ALPL,12.88940688,2.044328472,1.143020467,1.788531817,0.073690247,0.432226951
7158,POL5,1.08550797,0.252428173,0.98025532,0.257512678,0.796783029,0.976817458
7159,PLB1,3.02623471,-0.818890941,1.608258691,-0.50917862,0.610627028,0.917936401
7160,CEL,0.663079723,-24.44152672,3.777316844,-6.470605388,9.76E-11,4.68E-08
7161,CF299,103.4628677,-2.130273548,0.97633475,-2.181908969,0.029116252,0.29051936
7162,CF299,197.647966,0.790289491,0.381430828,2.071907758,0.038274044,0.324380477
7163,LACB2,2.046234563,1.887418828,1.630200595,1.157783179,0.246952529,0.687251508
7164,LACB2,6.309869292,0.40244088,0.625522786,0.643367258,0.519985824,0.876688187
7165,LACB2,26.29558117,0.560448121,0.337868419,1.658776285,0.097160881,0.482069157
7166,RS15,0.034917179,-0.040186214,3.801740735,-0.010570477,0.991566137,0.998211455
7167,TITIN,6.274546284,0.349694418,0.709815048,0.492655684,0.622255896,0.92254829
7168,TITIN,7.482294707,0.196754293,0.566484436,0.347325153,0.728347056,0.958767066
7169,F135A,52.77343158,-0.096162246,0.318690788,-0.301741531,0.762849105,0.968243356
7170,ZIC2B,0.708597165,1.587453271,1.136928811,1.396264441,0.162634878,0.589082762
7171,POL3,1.270272379,-0.411576697,0.939173158,-0.438233028,0.661217369,0.935437613
7172,POL3,0.815081708,0.460087035,2.110836206,0.217964347,0.827456891,0.980372959
7173,NPA1P,120.8434039,-0.031886067,0.192264816,-0.165844523,0.868279307,0.98583911
7174,CALM,90.17144152,-0.30406012,0.224396478,-1.35501289,0.17541345,0.606976449
7175,TM203,0.176196044,-0.040195124,3.801740735,-0.010572821,0.991564267,0.998211455
7176,TM203,50.30312929,0.172514028,0.132724046,1.299794824,0.1936713,0.62937367
7177,LYS1,1.426017827,0.979357317,2.092215334,0.468095851,0.639716046,0.927391039
7178,CRBN,190.9317474,0.396449641,0.13965847,2.838708182,0.004529656,0.122458857
7179,STR6L,16.68088366,-0.744750042,0.575030115,-1.295149633,0.195268616,0.631268215
7180,LIN1,0.89540589,1.213752142,2.072071295,0.585767558,0.558031728,0.893645269
7181,MPPE1,16.73574052,0.051955335,0.273183516,0.190184735,0.849164373,0.981761243
7182,MPPE1,6.917098179,1.052199565,0.608275152,1.729808561,0.083664484,0.45421059
7183,TITIN,0.08089039,-0.761508885,3.801740735,-0.200305318,0.841241804,0.980372959
7184,SYDE,110.4078738,0.159478241,0.133572232,1.193947568,0.232498479,0.672459813
7185,TKT1,0.143166592,-0.521072571,3.801740735,-0.137061574,0.890982125,0.988562255
7186,CD5L,0.45840149,-0.071427805,1.928437771,-0.037039207,0.970453745,0.998211455
7187,B3GN7,19.84325264,-0.214827597,0.398387628,-0.539242641,0.589719441,0.909344778
7188,RS14,0.100337121,-1.002393552,3.801726024,-0.263668014,0.792035744,0.975354161
7189,YRD6,0.32066851,0.330803998,2.382863829,0.138826228,0.889587467,0.988562255
7190,PCDH9,2.296295511,-1.477961749,1.515814567,-0.975028068,0.329546337,0.760449712
7191,DPP2,0.637610083,-0.988791073,1.431814701,-0.69058592,0.489825798,0.862796152
7192,DUS3,106.7145208,-0.278762712,0.177880008,-1.567139079,0.117082187,0.516299447
7193,AGRE5,0.318791651,-1.720358638,2.688905934,-0.639798743,0.52230345,0.878141058
7194,GALT2,0.189264508,1.115653354,3.799560964,0.293626912,0.769043009,0.97005325
7195,FCNV2,40.78090189,15.40583371,3.796568463,4.057831133,4.95E-05,0.006067354
7196,GPN3,97.24323466,-0.269955151,0.184082681,-1.466488591,0.142515227,0.560496128
7197,USH2A,0.538110308,1.082132928,1.249731143,0.865892583,0.386549071,0.80085146
7198,FAHD1,85.51871228,-0.369910244,0.229075251,-1.614797942,0.106354459,0.497916809
7199,YTX2,4.039542945,3.401532667,2.321538591,1.46520617,NA,NA
7200,YTX2,52.76319493,-0.997230588,0.843782636,-1.181857205,0.237262365,0.678044365
7201,YTX2,4.418272897,-2.160865841,2.061682458,-1.048107982,NA,NA
7202,YTX2,2.207705957,2.898661039,1.731112686,1.674449654,0.094042261,0.476777367
7203,RBSK,69.70541694,-0.36558843,0.278188625,-1.314174617,0.188787448,0.622364217
7204,RBSK,1.149977821,-2.799230856,3.775627396,-0.741394889,0.458454042,0.846696282
7205,NETR,0.59688811,0.733983153,2.342306259,0.313359173,0.754007798,0.967311843
7206,MIY4B,54.29477107,0.164627396,0.216149269,0.761637532,0.446276368,0.840059209
7207,PCDB5,0.438861536,1.835815011,1.292504953,1.420354333,0.155504551,0.579719682
7208,POL2,0.017973659,-0.280622355,3.801740735,-0.073814175,0.941158248,0.995498338
7209,TTC41,30.10938248,-0.618696959,0.302380832,-2.046085243,0.040747985,0.331706263
7210,KAD9,19.03267138,0.885640341,0.901316821,0.982607137,0.32580083,0.758185425
7211,KAD9,95.83467924,0.119274801,0.351663566,0.339173041,0.734479377,0.961720909
7212,KAD9,18.64933019,0.316931111,1.030025545,0.307692477,0.758316345,0.967552466
7213,KAD9,82.85847161,0.174098362,0.373195791,0.466506766,0.640852805,0.928082065
7214,KAD9,849.8287886,0.092904798,0.087194503,1.065489155,0.286654631,0.72520979
7215,KAD9,14.92693281,-0.829256804,0.812609338,-1.020486431,0.307497821,0.744170104
7216,KAD9,36.22431552,0.37921188,0.611586194,0.620046502,0.535227172,0.883367249
7217,KAD9,89.0886339,0.473105839,0.382150001,1.238010828,0.215712046,0.653301804
7218,SPT6H,625.8854848,0.105380628,0.165784202,0.635649401,0.525004963,0.879044837
7219,MACF1,483.92636,0.455988498,0.208218248,2.189954542,0.028527534,0.289725142
7220,DYST,597.4826073,-0.089389664,0.154936372,-0.576944348,0.563977051,0.896198234
7221,DNA2,0.080232955,-0.040185345,3.801740735,-0.010570249,0.991566319,0.998211455
7222,ACHA,0.258706326,0.911645941,3.801039017,0.239841248,0.810453329,0.977412294
7223,GLRX2,117.2100171,-0.140269555,0.227689202,-0.616057126,0.537856817,0.884345134
7224,GRXC6,260.0329392,-0.217867614,0.121193458,-1.797684608,0.072227002,0.429358493
7225,PLRG1,302.718886,-0.070391991,0.163785716,-0.429781014,0.667354945,0.937803842
7226,ATOH8,235.572626,-0.297900402,0.127999452,-2.327356849,0.01994628,0.2443363
7227,PA24A,996.1784219,-0.15071234,0.078273219,-1.925464939,0.054171218,0.379971521
7228,VACHT,1.029502607,-1.078923366,0.882407569,-1.222704115,0.221441472,0.659971684
7229,MLRP1,0.017973659,-0.280622355,3.801740735,-0.073814175,0.941158248,0.995498338
7230,COR1C,287.0353894,0.337831292,0.362782782,0.931221956,0.351738763,0.777768622
7231,COR1C,1181.380574,0.013181061,0.318584511,0.041373828,0.966997877,0.998211455
7232,COR1C,139.7262619,-7.448384834,3.499984513,-2.128119369,NA,NA
7233,COR1C,21.72223224,-13.20930749,3.773358084,-3.500676902,0.000464078,0.032458522
7234,GSTP,12.54570986,-1.274371982,0.581649934,-2.190960418,0.028454657,0.289649705
7235,GSTP,64.15768438,-0.262895105,0.21715436,-1.210637009,0.226034554,0.664989668
7236,HELT,1.288217587,-1.159889458,0.891832646,-1.300568513,0.193406191,0.629358637
7237,RED1,190.7517583,-0.005682119,0.143825334,-0.039507083,0.968486107,0.998211455
7238,ACHA7,0.290160657,-0.511880775,3.796186076,-0.134840802,0.892737745,0.988816726
7239,FMO2,0.683416931,-25.85500113,3.773395583,-6.851919064,7.29E-12,4.16E-09
7240,CLUA1,0.020874574,-0.040182217,3.801740735,-0.010569426,0.991566975,0.998211455
7241,EKI1,71.62937318,-0.372686881,0.19947532,-1.868335803,0.061715279,0.402857513
7242,EKI1,1.075311436,-1.451550463,1.062974914,-1.365554769,0.172078751,0.602830238
7243,TMP2L,39.12287553,-0.996955859,0.903572993,-1.103348448,0.269875875,0.709095752
7244,TMP2L,63.76129394,0.10474257,0.482558997,0.217056506,0.828164309,0.980372959
7245,TMP2L,182.5261813,0.575709041,0.300217843,1.917637653,0.055156972,0.383408072
7246,CNTN4,0.42215115,-1.51556844,3.786498806,-0.400255888,0.688968055,0.94575648
7247,PARP9,9.16798542,1.430506763,1.762571858,0.811601953,0.41702007,0.823162652
7248,PARP9,13.39340642,1.076171358,0.525579563,2.047589813,0.040600208,0.331254964
7249,DNJC1,41.61341841,-0.331695279,0.2379017,-1.394253501,0.163241067,0.590292331
7250,DNJC1,21.29655876,0.25892887,0.407357816,0.635630052,0.525017577,0.879044837
7251,SNUT2,297.351129,-0.22076019,0.120091864,-1.838260996,0.066023956,0.412883024
7252,SNUT2,6.650172728,0.91046747,1.21505161,0.749324112,0.453661878,0.844527546
7253,FAT1,1.207556045,0.089735277,1.412168258,0.063544324,0.949333065,0.995956816
7254,PIF1,0.043331628,-0.280622702,3.801740735,-0.073814266,0.941158175,0.995498338
7255,S1PR1,0.228197115,0.205819616,1.846577234,0.111460064,0.911251533,0.99215154
7256,RS11,0,NA,NA,NA,NA,NA
7257,LRP2,1.77368945,-0.978376718,1.018833923,-0.960290677,0.336908941,0.76514713
7258,UN93A,0.918015049,-0.110742236,0.96127001,-0.115204089,0.908283358,0.990770939
7259,LRP2,1.409823292,-0.987138441,1.224313057,-0.806279436,NA,NA
7260,ANKAR,117.4843995,0.288262495,0.245227207,1.175491492,0.239798139,0.68035897
7261,MYOI,0.9336334,3.053256972,2.174143143,1.404349563,0.160214782,0.586489432
7262,RN213,1.003079288,0.682030341,1.400814258,0.486881353,0.626342414,0.924063287
7263,STY17,308.9647545,-0.25803558,0.190656433,-1.353406103,0.175925929,0.607682968
7264,GRM7,62.66944722,0.180805243,0.235858953,0.766582065,0.443330042,0.838598112
7265,MBTD1,35.51306826,0.713310966,0.626326344,1.138880669,0.25475293,0.694190528
7266,MBTD1,201.2603576,0.086770395,0.171324771,0.506467302,0.612528638,0.918961866
7267,PK3C3,157.8589652,0.30286958,0.16965479,1.785210901,0.074227114,0.433046181
7268,NRT24,0.303563565,-1.598735243,3.789567635,-0.421878007,0.673114063,0.938973115
7269,RAN,601.781986,0.308102855,0.228991759,1.345475735,0.178471652,0.609846434
7270,RAN,505.584503,-1.009554993,0.672490106,-1.501219103,0.133298901,0.544598976
7271,ST38L,1401.249817,0.143112545,0.089594619,1.597334155,0.110191241,0.503406341
7272,ARRD1,24.04040199,0.844026462,1.359678372,0.620754496,0.534761167,0.883036939
7273,ARRD1,17.28078061,-0.376428409,1.641452193,-0.229326453,0.818615195,0.979968654
7274,ARRD1,72.70204382,0.441866798,0.652305159,0.677392768,0.498156785,0.866492296
7275,GAS2,24.16740509,-0.231462275,0.38485667,-0.601424617,0.547557206,0.887567526
7276,GAS2,19.67673729,0.437019407,0.436524472,1.001133807,0.316762123,0.752393427
7277,PAOX,2.837739024,2.280956563,1.339514151,1.70282379,0.088601049,0.464470008
7278,PAOX,35.07049849,-0.467691682,0.250588623,-1.866372373,0.061989286,0.403206593
7279,SMOX,10.51574806,-0.106961684,0.311203416,-0.343703437,0.731069326,0.960029382
7280,GLPK5,75.89339565,0.245754726,0.158361893,1.551855195,0.120696876,0.523204159
7281,CP2DA,28.68623383,0.592386233,0.426646051,1.388472324,0.164993267,0.593461182
7282,GBRP,0.392502855,2.065485857,3.791342217,0.54479014,0.585897861,0.907460595
7283,PLSP,0.504132293,-0.901065465,1.533040451,-0.587763659,0.55669094,0.892836084
7284,HUTI,0.732260053,0.742812517,1.156226084,0.642445736,0.520583812,0.876819561
7285,RFX6,0.096302399,-1.11129804,3.798882841,-0.292532854,0.769879244,0.970108532
7286,KALRN,24.57291276,-0.404066332,0.17112873,-2.361183496,0.018216714,0.235320778
7287,RNH,0.488147579,-0.674357004,1.333846794,-0.505573059,0.613156398,0.919331791
7288,CTL1,3.273595057,-2.787980688,1.018781554,-2.736583398,0.006208086,0.140888973
7289,CATL,0.440367784,-1.005908914,2.387910805,-0.421250623,0.673572082,0.939086715
7290,TLR2,0.182737578,-1.387301322,3.79690294,-0.365377083,0.714829945,0.954181089
7291,EPDR1,37.80328802,-0.547425955,0.847600289,-0.645853903,NA,NA
7292,SAC2,3.981291219,0.55962827,0.685222039,0.816710843,0.414093693,0.82069282
7293,SAC2,1.334698726,0.786828089,2.388564941,0.329414568,0.741842358,0.96377903
7294,SAC2,16.7126117,0.165184608,0.307465608,0.537245804,0.591097836,0.909679355
7295,SAC2,9.376258247,-0.058991029,0.373620847,-0.15789009,0.874543407,0.986649321
7296,HIL,331.7697896,-0.105485439,0.102818981,-1.025933516,0.304922923,0.74159515
7297,TT39B,55.0350352,0.314248157,0.159156389,1.974461466,0.048329295,0.358379277
7298,MDN1,0.020388406,-0.040182738,3.801740735,-0.010569563,0.991566866,0.998211455
7299,PIF1,0.262792456,-1.66798053,3.218466323,-0.518253218,0.604281608,0.916282031
7300,PLS1,5.143638218,0.083500234,0.464075806,0.179928005,0.857209089,0.983746717
7301,UBP15,34.60109779,0.84698802,0.497980669,1.700845179,0.088972063,0.465065639
7302,UBP15,14.63902685,0.893131602,0.601761393,1.484195583,0.137757041,0.55230949
7303,UBP4,6.497832836,0.536617948,0.559996521,0.958252289,0.337935556,0.765714153
7304,RGMA,895.8635366,0.395941704,1.155844576,0.342556181,0.731932372,0.960410533
7305,RGMA,992.1294243,-0.281481563,0.90689286,-0.310380173,0.75627187,0.967516188
7306,POL5,17.71926871,-0.909473921,0.547635719,-1.660727907,0.096768106,0.481840357
7307,MIB2,25.28678473,0.087005771,0.344125938,0.252831191,0.800398664,0.977412294
7308,TRPM3,4.685595855,0.821396538,1.027432851,0.799464936,0.424020871,0.826834349
7309,PIF1,1.692317899,19.67441578,2.422724841,8.12078014,4.63E-16,1.00E-12
7310,TMC7,1.925177349,0.20522852,1.221461107,0.168018874,0.866568431,0.985209832
7311,TRY1,1.753892236,-0.519410213,1.351206149,-0.384404862,NA,NA
7312,CHIT1,0.136699923,-1.011298446,3.801444568,-0.266030039,0.790216075,0.975210025
7313,TF212,14.39381686,-3.131388703,1.245171861,-2.514824501,0.011909165,0.194438641
7314,TF212,120.7184495,0.762106641,0.382795579,1.990897185,0.046492192,0.352448963
7315,CNOT7,753.7559546,0.029819936,0.101901593,0.292634645,0.769801429,0.970108532
7316,HS12A,172.5819899,-0.515823352,0.42854845,-1.203652359,0.228723973,0.667657111
7317,HS12B,36.53524163,0.455410995,0.939008354,0.48499142,0.627682432,0.924707241
7318,DPGN,0,NA,NA,NA,NA,NA
7319,DPGN,0.218748358,-1.617387021,3.795092515,-0.426178549,0.669977747,0.938038067
7320,IPSG,0.147188571,1.16375822,3.800173538,0.306238178,0.759423306,0.967552951
7321,PIF1,0.357070176,-0.894931634,2.108325663,-0.424475047,0.6712194,0.938388372
7322,CSL3,0.308947777,-2.089204439,2.031813915,-1.028245955,0.303834147,0.740840524
7323,MLRP2,0.456374261,-0.093196361,2.744771708,-0.033954139,0.972913721,0.998211455
7324,ASPM,0.22822518,0.053169842,2.382582259,0.022316057,0.98219584,0.998211455
7325,SODC,4.902692238,-1.411824625,1.78316327,-0.791752863,0.428504792,0.830375252
7326,SODC,5.078625538,-0.991423603,0.884424591,-1.120981497,0.262295738,0.700640163
7327,ZCHC9,1074.976649,-0.104455122,0.167876353,-0.622214621,0.533800754,0.882987915
7328,WDR13,103.1826694,0.147034803,0.131931219,1.114480739,0.265073003,0.704068707
7329,ANPRA,0.251198437,0.721217186,3.798396266,0.18987413,0.849407765,0.981761243
7330,OPLA,206.8727928,-0.236941079,0.150372372,-1.575695562,0.115095981,0.512428074
7331,S4A8,0.590101325,-0.37981424,1.908191343,-0.199044106,0.842228243,0.980835362
7332,SC5A9,0.274262455,-1.609307439,3.787228283,-0.424930138,0.670887603,0.938387534
7333,PDCD5,90.95749,-0.444813555,0.182316519,-2.439787449,0.014695906,0.213134869
7334,FBW1A,475.8246575,0.235448253,0.15659091,1.503588257,0.132687417,0.54358329
7335,ODAD2,593.3074134,0.10944073,0.087274032,1.253989614,0.20984578,0.646748573
7336,ODAD2,105.4943119,-0.348230618,0.368186038,-0.945800716,0.34425024,0.772989987
7337,ASPH,52.45862375,0.052179111,0.228463693,0.228391261,0.819342082,0.980011196
7338,SPA5L,56.42162712,0.038945453,0.191499169,0.203371393,0.838844758,0.980372959
7339,ZIC5,0.053789795,-0.280623571,3.801740735,-0.073814495,0.941157993,0.995498338
7340,RN166,33.13497099,-0.445258595,0.254135387,-1.752052715,0.079764744,0.445048682
7341,BIR7B,13.47879031,0.317444318,0.500949736,0.633684969,0.526286436,0.879836615
7342,PON1,14.32423558,0.175691308,0.336903039,0.521489235,0.602026003,0.915366606
7343,FUTD,27.87865594,-0.448766759,0.219116965,-2.048069437,0.040553196,0.331254964
7344,NIPSN,97.08546766,0.197975331,0.393227393,0.503462715,0.614638988,0.919646852
7345,NIPSN,37.02372947,0.0826734,0.749549757,0.110297415,0.912173508,0.992460156
7346,GRASP,33.13143945,-0.124079196,0.218917933,-0.566784063,0.5708609,0.898606507
7347,DYHC,0.537589214,17.18327633,2.141584074,8.023629114,1.03E-15,1.71E-12
